,lyrics,artist,song,album_name,genres,spotify_id,popularity,release,danceability,energy,key,mode,valence,tempo,duration_ms
13045,"Vaaai!
Uhl!
Foram dois anos de agonia
Que você me fez passar
E ainda quero te encontrar
Mas em todo esse tempo
Você nem me procurou
Será que você me amou?
Foi duro perdoar
Mas hoje eu já te perdoei
Você brincou comigo
Eu briguei
Acho que ainda é tempo
De você se desculpar
Está na hora
Vem cá!
Porque guardar tanto rancor
Assim no coração?
(Não deixe seu orgulho)
(Ser maior que a razão)
Pra quê morrer de saudade?
Se a gente morre (de paixão...) Vai!
Ainda te amo!
(Ainda te amo!)
Ainda quero (voltar pra você...)
Ainda te amo!
(Ainda te amo!)
Eu não consigo
Meu bem (te esquecer...)
Ainda te amo!
(Ainda te amo!)
Ainda quero voltar pra você...
Ainda te amo!
(Ainda te amo!)
Eu não consigo
Meu bem te esquecer...
Uhl!
Foram dois anos de agonia
Que você me fez passar
E ainda quero te encontrar
Mas em todo esse tempo
Você nem me procurou
Será que você me amou?
Foi duro perdoar
Mas hoje eu já...
Você brincou comigo
Eu briguei
Acho que ainda é tempo
De você se desculpar
Está na hora
Vem cá!
Porque guardar tanto rancor
Assim no coração?
(Não deixe seu orgulho)
(Ser maior que a razão)
Pra quê morrer de saudade?
Se a gente morre de paixão...
Ainda te amo!
(Ainda te amo!)
Ainda quero (voltar pra você...)
Ainda te amo!
(Ainda te amo!)
Eu não consigo
Meu bem (te esquecer...)
Ainda te amo!
(Ainda te amo!)
Ainda quero voltar pra você...
Ainda te amo!
(Ainda te amo!)
Eu não consigo
Meu bem te esquecer...
Ainda te amo!
Ainda te amo!
Ainda quero voltar pra você...
Ainda te amo!
Ainda te amo!
Eu não consigo
Meu bem te esquecer...
Ainda te amo!
Ainda te amo!
Ainda quero voltar pra você...
Ainda te amo!
Ainda te amo!
Eu não consigo
Meu bem te esquecer...",Banda Calypso,Ainda Te Amo (Ao Vivo),Calypso Ao Vivo Pelo Brasil,"calypso,brega,forro,zouk,merengue",1HOeKVpGN9tWjyMd2Csd8K,34.0,2012,0.52,0.899,11.0,0.0,0.753,159.966,208237
13118,"Devia ter amado mais
Ter chorado mais
Ter visto o sol nascer
Devia ter arriscado mais
E até errado mais
Ter feito o que eu queria fazer

Queria ter aceitado
As pessoas como elas são
Cada um sabe a alegria
E a dor que traz no coração

O acaso vai me proteger
Enquanto eu andar distraído
O acaso vai me proteger
Enquanto eu andar

Devia ter complicado menos
Trabalhado menos
Ter visto o sol se pôr
Devia ter me importado menos
Com problemas pequenos
Ter morrido de amor

Queria ter aceitado
A vida como ela é
A cada um cabe alegrias
E a tristeza que vier

O acaso vai me proteger
Enquanto eu andar distraído
O acaso vai me proteger
Enquanto eu andar

O acaso vai me proteger
Enquanto eu andar distraído
O acaso vai me proteger
Enquanto eu andar

Devia ter complicado menos
Trabalhado menos
Ter visto o sol se pôr",Titãs,Epitáfio,A Melhor Banda De Todos Os Tempos Da Última Semana,"rock,brazilian rock,rock nacional",35J9vakuC3f18QTolNAQ6E,63.0,2001,0.723,0.611,7.0,1.0,0.261,111.813,175373
13289,"Só queria mais um pouco desse sentimento louco
De acordar de madrugada pra fazer novo
E se isso for pecado, quem vai nos julgar?
Quem nunca amou, nunca vai entender
Essa loucura que eu sinto por você
Só sei que é bom demais, é bom demais

Mas quando te vejo com ela, a minha mão gela
A minha boca vai secando eu vou ficando muda
Ô meu Deus me ajuda, o que é que eu vou fazer?
Eu sei que tá com ela pra manter as aparências
Mas nas suas horas de carência você vem me ver

E a gente faz amor
Me diz que sou o seu amor
E vai embora antes do dia amanhecer

Eu sei que é errado e que vai entender?
Você é casado e eu não quero perder
Eu sei tá com ela mas amo você
Você e ela não tem nada a ver

Eu sei que é errado e que vai entender?
Você é casado e eu não quero perder
Eu sei tá com ela mas amo você
Você e ela não tem nada a ver

Sou mais eu e você

E a gente faz amor
Me diz que sou o seu amor
E vai embora antes do dia amanhecer

Eu sei que é errado e que vai entender?
Você é casado e eu não quero perder
Eu sei tá com ela mas amo você
Você e ela não tem nada a ver

Eu sei que é errado e que vai entender?
Mas amo você
Você e ela não tem nada a ver

Eu sei que é errado e que vai entender?
Você é casado e eu não quero perder
Eu sei tá com ela mas amo você
Você e ela não tem nada a ver

Sou mais eu e você",Marília Mendonça,Sentimento louco,Marília Mendonça - Ao Vivo,sertanejo,5YdC74tZejyq3vurDOLFYz,57.0,2016,0.674,0.722,7.0,1.0,0.511,148.101,169865
13809,"Era um garoto que como eu
Amava os Beatles e os Rolling Stones
Girava o mundo sempre a cantar
As coisas lindas da América

Não era belo, mas mesmo assim
Havia mil garotas a fim
Cantava Help and Ticket to Ride
Oh, Lady Jane e Yesterday

Cantava viva à liberdade
Mas uma carta sem esperar
Da sua guitarra, o separou
Fora chamado na América

Stop, com Rolling Stones
Stop, com Beatles songs
Mandado foi ao Vietnã
Lutar com vietcongs

Ratá-tá-tá-tá, tá-tá-tá-tá-tá
Tatá-tá-tá-tá, tá-tá-tá-tá-tá
Tatá-tá-tá-tá, tá-tá-tá-tá-tá
Ratá-tá-tá-tá

Era um garoto que como eu
Amava os Beatles e os Rolling Stones
Girava o mundo, mas acabou
Fazendo a guerra no Vietnã

Cabelos longos não usa mais
Não toca a sua guitarra e sim
Um instrumento que sempre dá
A mesma nota, ra-tá-tá-tá

Não tem amigos, não vê garotas
Só gente morta caindo ao chão
Ao seu país não voltará
Pois está morto no Vietnã

Stop, com Rolling Stones
Stop, com Beatles songs
No peito, um coração não há
Mas duas medalhas sim

Ratá-tá-tá-tá, tá-tá-tá-tá-tá
Tatá-tá-tá-tá, tá-tá-tá-tá-tá
Tatá-tá-tá-tá, tá-tá-tá-tá-tá
Ratá-tá-tá-tá

Ratá-tá-tá-tá, tá-tá-tá-tá-tá
Tatá-tá-tá-tá, tá-tá-tá-tá-tá
Tatá-tá-tá-tá, tá-tá-tá-tá-tá
Ratá-tá-tá-tá

(Brasil, Brasil, Brasil)

Ratá-tá-tá-tá, tá-tá-tá-tá-tá
Tatá-tá-tá-tá, tá-tá-tá-tá-tá
Tatá-tá-tá-tá, tá-tá-tá-tá-tá
Ratá-tá-tá-tá

Ratá-tá-tá-tá, tá-tá-tá-tá-tá
Tatá-tá-tá-tá, tá-tá-tá-tá-tá
Tatá-tá-tá-tá
Ratá-tá-tá
Ratá-tá-tá",Engenheiros Do Hawaii,Era um garoto que como eu amava os beatles e os rolling stones,O Papa É Pop,"rock,rock gaucho,brazilian rock,alternative rock",5HDlh6UhT3AMQs935wE1qr,56.0,1990,0.568,0.7,6.0,1.0,0.5710000000000001,131.885,265040
13915,"Eu não volto mais pra casa
Não há ninguém a me esperar
Eu não vou ver o sol nascer
Pois tranquei minhas janelas
Pra não deixar a luz entrar

Eu canto as notas mais erradas
De refrões que eu nem sei tocar
Tentei chegar até você
Mas você não ouviu nada
Chegou a hora de acordar

Então deixa que o tempo vai cicatrizar
Ele te trouxe até aqui
Mas pode te fazer mudar
Então deixa que o tempo vai
Gravar a tua voz em mim

Pra que eu possa te ouvir
Toda vez que eu precisar
Queria tanto estar em casa
(O teu silêncio não traz paz)
Vendo mentiras na televisão
(Ele só me aproxima mais)

E esperando alguém ligar
(Deixei meu rádio em qualquer estação)
Então deixa que o tempo vai cicatrizar
Ele te trouxe até aqui
Mas pode te fazer mudar

Então deixa que o tempo vai
Gravar a tua voz em mim

Para que eu possa te ouvir
Toda vez que eu precisar
Deixa que o tempo vai
Deixa que o tempo faz
Então deixa que o tempo vai cicatrizar
Ele te trouxe até aqui, mas pode te fazer mudar
(E você já mudou)
Deixa que o tempo vai
Gravar a tua voz em mim
Para que eu possa te ouvir
Toda vez que eu precisar",Fresno,Deixa O Tempo,Fresno 15 Anos ao Vivo (Deluxe),"rock,emocore",3HeN1yXf8IsI9sj8UASYJz,24.0,2015,0.436,0.946,1.0,1.0,0.281,134.997,239040
14087,"Vou mostrando como sou e vou sendo como posso.
Jogando meu corpo no mundo,
andando por todos os cantos
e pela lei natural dos encontros,
eu deixo e recebo um tanto.
E passo aos olhos nus ou vestidos de lunetas.

Passado, presente,
participo sendo o mistério do planeta.

Vou mostrando como sou e vou sendo como posso.
Jogando meu corpo no mundo,
andando por todos os cantos
e pela lei natural dos encontros,
eu deixo e recebo um tanto.
E passo aos olhos nus ou vestidos de lunetas.

Passado, presente,
participo sendo o mistério do planeta.

O tríplice mistério do stop,
que eu passo por e sendo ele no que
fica em cada um.

No que sigo o meu caminho
e no ar que fez e assistiu.
Abra um parênteses,
não esqueça que independente disso
eu não passo de um malandro.
De um moleque do Brasil,
que peço e dou esmolas.
Mas ando e penso sempre com mais de um,
por isso ninguém vê minha sacola.

Vou mostrando como sou e vou sendo como posso.
Jogando meu corpo no mundo,
andando por todos os cantos
e pela lei natural dos encontros,
eu deixo e recebo um tanto.
E passo aos olhos nus ou vestidos de lunetas.

Passado, presente,
participo sendo o mistério do planeta

O tríplice mistério do stop,
que eu passo por e sendo ele no que
fica em cada um.

No que sigo o meu caminho
e no ar que fez e assistiu.
Abra um parênteses,
não esqueça que independente disso
eu não passo de um malandro.
De um moleque do Brasil,
que peço e dou esmolas.
Mas ando e penso sempre com mais de um,
por isso ninguém vê minha sacola.",Novos Baianos,Mistério do Planeta,Acabou Chorare,"mpb,samba",3TAMiM8XFmU9vFd333pgRh,54.0,1972,0.61,0.495,1.0,0.0,0.6829999999999999,146.878,217960
14323,"Te vejo errando isso não é pecado
Exceto quando faz outra pessoa sangrar
Te vejo sonhando e isso dá medo
Perdido num mundo que não dá pra entrar

Você está saindo da minha vida
E parece que vai demorar
Se não souber voltar
Ao menos mande notícia
Cê acha que eu sou louca
Mas tudo vai se encaixar

Tô aproveitando cada segundo
Antes que isso aqui vire uma tragédia

E não adianta nem me procurar
Em outros timbres, outros risos
Eu estava aqui o tempo todo
Só você não viu

E não adianta nem me procurar
Em outros timbres, outros risos
Eu estava aqui o tempo todo
Só você não viu

Você tá sempre indo e vindo, tudo bem
Dessa vez eu já vesti minha armadura
E mesmo que nada funcione
Eu estarei de pé, de queixo erguido
Depois você me vê vermelha e acha graça
Mas eu não ficaria bem na sua estante

Tô aproveitando cada segundo
Antes que isso aqui vire uma tragédia

E não adianta nem me procurar
Em outros timbres, outros risos
Eu estava aqui o tempo todo
Só você não viu

E não adianta nem me procurar
Em outros timbres, outros risos
Eu estava aqui o tempo todo
Só você não viu

Só por hoje não quero mais te ver
Só por hoje não vou tomar minha dose de você
Cansei de chorar feridas que não se fecham, não se curam
E essa abstinência uma hora vai passar",Pitty,Na Sua Estante,Anacrônico,"rock,brazilian rock,alternative rock",1cc0kyZrheNxOYPn3VoVEH,60.0,2005,0.564,0.499,11.0,0.0,0.364,106.052,222040
14563,"Moro!
Num País Tropical
Abençoado por Deus
E bonito por natureza
(Mas que beleza!)
Em fevereiro (Em fevereiro!)
Tem carnaval (Tem carnaval!)
Eu tenho um fusca e um violão
Sou Flamengo, tenho uma nêga
Chamada Tereza...

Sambaby, Sambaby
Sou um menino
De mentalidade mediana
(Pois é!)
Mas assim mesmo feliz da vida
Pois eu não devo nada a ninguém
(Pois é!)
Pois eu sou feliz
Muito feliz, comigo mesmo...

Moro!
Num País Tropical
Abençoado por Deus
E bonito por natureza
(Mas que beleza!)
Em fevereiro (Em fevereiro!)
Tem carnaval (Tem carnaval!)
Eu tenho um fusca e um violão
Sou Flamengo, tenho uma nêga
Chamada Tereza...

Sambaby, Sambaby!
Eu posso não ser
Um Band Leader
(Pois é!)
Mas assim mesmo lá em casa
Todos meus amigos
Meus camaradinhas
Me respeitam
(Pois é!)
Essa é a razão da simpatia
Do poder, do algo mais
E da alegria...

Moro!
Num País Tropical
Abençoado por Deus
E bonito por natureza
(Mas que beleza!)
Em fevereiro (Em fevereiro!)
Tem carnaval (Tem carnaval!)
Eu tenho um fusca e um violão
Sou Flamengo, tenho uma nêga
Chamada Tereza...

Mó!
Num Pá Tropí!
Abençoá por Dê!
E Boní por Naturê!
(Mas que Belê!)
Em Feverê! (Em Feverê!)
Tem Carná! (Tem Carná)
Eu tenho um Fú! e um Viô!...

Sou Flamê, tê uma Nê
Chamá Terê...

Eu sou Flamê, tê uma Nê
Chamá Terê...
Do meu Brasil!

Moro!
Num País Tropical
Abençoado por Deus
E bonito por natureza
(Mas que beleza!)
Em fevereiro (Em fevereiro!)
Tem carnaval (Tem carnaval!)
Eu tenho um fusca e um violão
Sou Flamengo, tenho uma nêga
Chamada Tereza...

Moro!
Num País Tropical, Bi! Bi!
Abençoado por Deus
E bonito por natureza
(Mas que beleza!)
Em fevereiro (Em fevereiro!)
Tem carnaval (Tem carnaval!)
Eu tenho um fusca e um violão
Sou Flamengo e tenho uma nêga
Chamada Tereza...

Sou Flamengo, e tenho uma nêga
Chamada Tereza...",Jorge Ben,País Tropical,Jorge Ben,mpb,4877bJ149OUJZHTiU5Jg8P,47.0,1969,0.424,0.799,0.0,1.0,0.688,82.794,250667
14586,"Buzu,
batidão tô massa
Eu também sou do gueto
Sou do beco também
Sou de viela
De quebrada
Faço samba
Batucada
Vou te dar uma ideia
Não foi combinado
(ôôô)
Bafa o negão que tá do seu lado
(ôôô)
A dança é gostosa,
tem muito astral
É um beija beija,
um carnava
Vou te dar uma ideia
Não foi combinado
(ôôô)
Bafa a loirinha que tá do seu lado
(ôôô)
A dança é gostosa,
tem muito astral
É um beija beija,
um carnaval
Chegou Claudinha bagunceira
(Ôôô)
Vou descendo a madeira,
madeira, madeira
Chegou Claudinha bagunceira
(Ôôô)
Vou descendo a madeira,
madeira, madeira

Buzu,
batidão tô massa
Eu também sou do gueto
Sou do beco também
Sou de viela
De quebrada
Faço samba
Batucada
Chegou Claudinha bagunceira
(Ôôô)
Vou descendo a madeira,
madeira, madeira
Chegou Claudinha bagunceira
(Ôôô)
Vou descendo a madeira,
madeira, madeira

Vou te dar uma ideia
Não foi combinado
(ôôô)
Bafa o negão que tá do seu lado
(ôôô)
A dança é gostosa,
tem muito astral
É um beija beija,
um carnava
Vou te dar uma ideia
Não foi combinado
(ôôô)
Bafa a loirinha que tá do seu lado
(ôôô)
A dança é gostosa,
tem muito astral
É um beija beija,
um carnaval

Chegou Claudinha bagunceira
(Ôôô)
Vou descendo a madeira,
madeira, madeira
Chegou Claudinha bagunceira
(Ôôô)
Vou descendo a madeira,
madeira, madeira

Buzu,
batidão tô massa
Eu também sou do gueto
Sou do beco também
Sou de viela
De quebrada
Faço samba
Batucada
Chegou Claudinha bagunceira
(Ôôô)
Vou descendo a madeira,
madeira, madeira
Chegou Claudinha bagunceira
(Ôôô)
Vou descendo a madeira,
madeira, madeira

Chegou Claudinha bagunceira
(Ôôô)
Vou descendo a madeira,
madeira, madeira
Chegou Claudinha bagunceira
(Ôôô)
Vou descendo a madeira,
madeira, madeira

Chegou Claudinha bagunceira
(Ôôô)
Vou descendo a madeira,
madeira, madeira
Chegou Claudinha bagunceira
(Ôôô)
Vou descendo a madeira,
madeira, madeira",Claudia Leitte,Claudinha Bagunceira,Axemusic (Ao Vivo),"axe,carnaval",1PGSRT3G5gqzPDAha9RaaI,33.0,2014,0.498,0.888,10.0,0.0,0.735,172.00799999999995,202440
14786,"Se alguém perguntar por mim .
Diz que fui por aí
Levando um violão debaixo do braço
Em qualquer esquina eu paro
Em qualquer botequim eu entro
Se houver motivo
É mais um samba que eu faço
Se quiserem saber se volto
Diga que sim
Mas só depois que a saudade se afastar de mim
Mas só depois que a saudade se afastar de mim
Tenho um violão para me acompanhar
Tenho muitos amigos, eu sou popular
Tenho a madrugada como companheira
A saudade me dói, o meu peito me rói
Eu estou na cidade, eu estou na favela

Eu estou por aí

Se alguém perguntar por mim

Sempre pensando nela
Diz que fui por aí

Levando um violão debaixo do braço
Em qualquer esquina eu paro
Em qualquer botequim eu entro
Se houver motivo
É mais um samba que eu faço
Se quiserem saber se volto
Diga que sim
Mas só depois que a saudade se afastar de mim
Mas só depois que a saudade se afastar de mim",Nara Leão,Diz Que Fui Por Ai,Nara (1964),bossa nova,28BSCtSAR6HQmdrt823rg4,22.0,1964,0.705,0.476,7.0,1.0,0.544,80.97,129667
15000,"Meu coração queimou devagar
Senti uma vontade subindo do chão
E no chão eu fiz casa até perceber
Uma voz que eu não quis escutar

Meu coração queimou devagar
O teu beijo estranho juntou só meu sonho no chão
E no chão eu fiz casa até perceber
Uma voz que eu nunca quis escutar

Talvez fosse a hora de ir
Eu fui morar bem mais perto de mim

Espero te contar
Espero te dizer
Nunca mais vai fazer
O que você já me fez

Espero te contar
Você vai saber
Eu só vou amar
Quem eu quiser

Meu coração queimou devagar
A Terra girou e eu senti
Dentro aqui

Vivi todos os meus dias em ti
Mas hoje eu vivo

Vivi todos meus dias em ti
Mas hoje eu sigo

Vivi todos os meus dias em ti
Mas hoje eu vivo
Vivo em mim",Vanguart,Beijo Estranho,Beijo Estranho,"folk,folk rock,rock,folk",34HzaozRuzF3BSjsMrBqIs,41.0,2017,0.299,0.6629999999999999,7.0,1.0,0.4270000000000001,127.249,289560
15184,"Não se assuste, pessoa
Se eu lhe disser que a vida é boa
Não se assuste, pessoa
Se eu lhe disser que a vida é boa

Enquanto eles se batem
Dê um rolê e você vai ouvir
Apenas quem já dizia
Eu não tenho nada
Antes de você ser, eu sou

Eu sou, eu sou, eu sou o amor da cabeça aos pés
Eu sou, eu sou, eu sou o amor da cabeça aos pés
Eu sou, eu sou, eu sou o amor da cabeça aos pés

E só tô beijando o rosto de quem dá valor
Pra quem vale mais o gosto do que cem mil réis

Eu sou, eu sou, eu sou o amor da cabeça aos pés
Eu sou, eu sou, eu sou o amor da cabeça aos pés
Eu sou, eu sou, eu sou o amor da cabeça aos pés

Não se assuste, pessoa
Se eu lhe disser que a vida é boa
Não se assuste, pessoa
Se eu lhe disser que a vida é boa

Enquanto eles se batem
Dê um rolê e você vai ouvir
Apenas quem já dizia
Eu não tenho nada
Antes de você ser, eu sou

Eu sou, eu sou, eu sou o amor da cabeça aos pés
Eu sou, eu sou, eu sou o amor da cabeça aos pés
Eu sou, eu sou, eu sou o amor da cabeça aos pés

E só tô beijando o rosto de quem dá valor
Pra quem vale mais o gosto do que cem mil réis

Eu sou, eu sou, eu sou o amor da cabeça aos pés
Eu sou, eu sou, eu sou o amor da cabeça aos pés
Eu sou, eu sou, eu sou o amor da cabeça aos pés",Pitty,Dê um Rolê - Ao Vivo,Dê um Rolê (Ao Vivo) - Single,"rock,brazilian rock,alternative rock",3I586xauLDWLof0CoU3am7,27.0,2016,0.326,0.86,5.0,1.0,0.585,122.918,274024
15252,"O meu amor me deixou
Levou minha identidade
Não sei mais bem onde estou
Nem onde há realidade...

Ah, se eu fosse marinheiro
Era eu quem tinha partido
Mas meu coração ligeiro
Não se teria partido...

Ou se partisse colava
Com cola de maresia
Eu amava e desamava
Sem peso e com poesia...

Ah, se eu fosse marinheiro
Seria doce meu lar
Não só o Rio de Janeiro
A imensidão e o mar...

Leste, Oeste, Norte, Sul
Onde um homem se situa
Quando o sol sobre o azul
Ou quando no mar há a lua...

Não buscaria conforto
Nem juntaria em dinheiro
Um amor em cada porto
Ah, se eu fosse marinheiro
Não pensaria em dinheiro
Um amor em cada porto
Ah! se eu fosse marinheiro...",Adriana Calcanhotto,Maresia - Ao Vivo,Público,mpb,37Z5WN0siOyxgTl5h1dk8J,44.0,2000,0.813,0.736,8.0,1.0,0.895,132.0,251173
